Species_BirdTree,Wing.Length,Secondary1,Hand.Wing.Index,Hand.Wing.Area,Data.type,Total.wing.area,Wingspan,Wing.aspect.ratio,Source_Total.wing.area_Wingspan,Max.Elevation.1,Source_Max.Elevation.1,Max.Elevation.2,Source_Max.Elevation.2,Min.Elevation.1,Source_Min.Elevation.1,Min.Elevation.2,Source_Min.Elevation.2,Mean.Elevation.1,Mean.Elevation.2,Centroid.latitude,Max.latitude,Min.latitude,Temp. seasonality,Habitat.Openness,Body.Mass,Flight.Mode,Aerial.Lifestyle,Aerial.Lifestyle.Certainty,Migration,Trophic.Level,Habitat.type
Batrachostomus auritus,260.5,201.9,22.5,82615.95,Observed,NA,NA,NA,NA,300,Quintero et al. (2018),300,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),150,150,1,8.71,0.00,30.48,1,206.0,flapping,1,B,1,2ry consumer,Terrestrial
Batrachostomus cornutus,133.4,107.0,20.0,22421.23,Observed,NA,NA,NA,NA,1000,Quintero et al. (2018),1000,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),500,500,0.61,7.36,0.00,30.17,1,46.3,flapping,1,B,1,2ry consumer,Terrestrial
Batrachostomus harterti,242.0,175.7,27.4,66789.32,Observed,NA,NA,NA,NA,1230,White et al. (2015),1230,White et al. (2015); Quintero et al. (2018),600,White et al. (2015),600,White et al. (2015); Quintero et al. (2018),915,915,1.74,3.79,0.00,22.19,1,206.0,flapping,1,B,1,2ry consumer,Terrestrial
Batrachostomus hodgsoni,132.8,99.5,25.0,20755.87,Observed,NA,NA,NA,NA,1900,White et al. (2015),1900,White et al. (2015); Quintero et al. (2018),300,White et al. (2015),300,White et al. (2015); Quintero et al. (2018),1100,1100,22.21,27.89,15.33,324.36,1,51.0,flapping,1,B,1,2ry consumer,Terrestrial
Batrachostomus javensis,113.5,86.7,23.6,15457.34,Observed,NA,NA,NA,NA,2200,del Hoyo (2020),2200,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1100,1100,4.64,19.74,0.00,84.97,1,46.3,flapping,1,B,1,2ry consumer,Terrestrial
Batrachostomus mixtus,118.2,85.4,27.6,15856.06,Observed,NA,NA,NA,NA,2500,del Hoyo (2020),2540,Quintero et al. (2018),600,del Hoyo (2020),600,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1550,1570,2.79,6.37,0.00,25.74,1,46.3,flapping,1,B,1,2ry consumer,Terrestrial
Batrachostomus moniliger,116.0,89.1,22.4,16235.12,Observed,NA,NA,NA,NA,1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),600,600,10.17,15.50,6.03,120.42,1,52.4,flapping,1,B,1,2ry consumer,Terrestrial
Batrachostomus poliolophus,120.3,95.3,20.7,18008.54,Observed,NA,NA,NA,NA,1400,del Hoyo (2020),1400,del Hoyo (2020); Quintero et al. (2018),600,del Hoyo (2020),600,del Hoyo (2020); Quintero et al. (2018),1000,1000,1.28,5.17,0.00,35.43,1,46.3,flapping,1,B,1,2ry consumer,Terrestrial
Batrachostomus septimus,156.4,119.7,23.6,29407.00,Observed,NA,NA,NA,NA,2500,White et al. (2015),2500,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),1250,1250,11.84,18.65,5.56,88.71,1,86.8,flapping,1,B,1,2ry consumer,Terrestrial
Batrachostomus stellatus,118.4,85.6,26.1,15920.08,Observed,NA,NA,NA,NA,920,White et al. (2015),920,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),460,460,0.7,6.53,0.00,33.12,1,51.3,flapping,1,B,1,2ry consumer,Terrestrial
Berlepschia rikeri,96.1,65.5,31.7,9887.46,Observed,NA,NA,NA,NA,650,White et al. (2015),800,Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),325,400,-4.27,16.00,0.00,70.44,1,37.0,flapping,1,A,1,2ry consumer,Terrestrial
Bernieria apperti,62.0,54.3,12.4,5288.24,Observed,NA,NA,NA,NA,1400,del Hoyo (2020),1400,del Hoyo (2020),600,del Hoyo (2020),600,del Hoyo (2020),1000,1000,-22.61,22.95,22.37,244.45,1,14.6,flapping,1,A,1,2ry consumer,Terrestrial
Bernieria cinereiceps,70.2,61.1,12.9,6737.49,Observed,NA,NA,NA,NA,2000,Quintero et al. (2018),2000,Quintero et al. (2018),800,Quintero et al. (2018),800,Quintero et al. (2018),1400,1400,-18.47,25.02,12.49,225.88,1,18.2,flapping,1,A,1,2ry consumer,Terrestrial
Bernieria madagascariensis,77.2,66.6,11.4,8076.28,Observed,NA,NA,NA,NA,1300,Quintero et al. (2018),1300,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),650,650,-18.39,25.18,11.95,190.93,1,25.3,flapping,1,A,1,2ry consumer,Terrestrial
Bernieria tenebrosa,67.5,60.0,10.9,6361.73,Observed,NA,NA,NA,NA,950,Quintero et al. (2018),950,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),475,475,-16.15,19.26,14.41,219.72,1,21.4,flapping,1,B,1,2ry consumer,Terrestrial
Bernieria zosterops,71.5,62.0,13.6,6963.34,Observed,NA,NA,NA,NA,1500,Quintero et al. (2018),1500,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),750,750,-18.56,25.18,12.43,218.61,1,10.9,flapping,1,A,1,2ry consumer,Terrestrial
Bias musicus,87.2,74.2,14.4,10163.43,Observed,NA,NA,NA,NA,1700,White et al. (2015),1700,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),850,850,-2.51,24.49,0.00,92.55,1,21.9,flapping,1,B,2,2ry consumer,Terrestrial
Biatas nigropectus,74.8,68.2,9.9,8013.20,Observed,NA,NA,NA,NA,1200,White et al. (2015),1200,White et al. (2015); Quintero et al. (2018),500,White et al. (2015),500,White et al. (2015); Quintero et al. (2018),850,850,-24.14,29.14,19.61,259.36,1,25.5,flapping,1,A,1,2ry consumer,Terrestrial
Biziura lobata,211.5,129.3,40.0,42956.49,Observed,NA,NA,NA,NA,900,del Hoyo (2020),1200,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),450,600,-34.06,43.64,22.00,462.44,3,1928.5,flapping,2,B,2,2ry consumer,Terrestrial
Bleda canicapillus,98.4,85.3,13.5,13184.51,Observed,NA,NA,NA,NA,1000,Quintero et al. (2018),1000,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),500,500,7.87,13.46,4.28,127.58,1,41.3,flapping,1,A,1,2ry consumer,Terrestrial
Bleda eximius,103.2,87.8,15.0,14232.92,Observed,NA,NA,NA,NA,1450,Quintero et al. (2018),1450,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),725,725,6.51,8.61,4.49,98.32,1,35.7,flapping,1,A,1,2ry consumer,Terrestrial
Bleda notatus,90.2,77.1,14.3,10923.98,Observed,NA,NA,NA,NA,1250,White et al. (2015),1250,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),625,625,0.61,6.37,0.00,68.93,1,35.7,flapping,1,A,1,2ry consumer,Terrestrial
Bleda syndactylus,105.4,89.7,14.8,14850.91,Observed,NA,NA,NA,NA,2150,Quintero et al. (2018),2150,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),1075,1075,-0.32,11.68,0.00,75.66,1,46.1,flapping,1,A,1,2ry consumer,Terrestrial
Blythipicus pyrrhotis,147.5,129.4,12.3,29981.00,Observed,NA,NA,NA,NA,2750,White et al. (2015),2750,White et al. (2015); Quintero et al. (2018),50,White et al. (2015),50,White et al. (2015); Quintero et al. (2018),1400,1400,23.45,30.18,3.38,446.81,1,132.0,flapping,1,A,1,2ry consumer,Terrestrial
Blythipicus rubiginosus,119.4,102.9,13.7,19299.21,Observed,NA,NA,NA,NA,2200,White et al. (2015),2200,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),1100,1100,1.13,12.63,0.00,36.48,1,81.9,flapping,1,A,1,2ry consumer,Terrestrial
Boissonneaua flavescens,75.2,29.2,61.3,3449.22,Observed,NA,NA,NA,NA,3500,del Hoyo (2020),3600,Quintero et al. (2018),2000,del Hoyo (2020),1500,Quintero et al. (2018),2750,2550,4.62,9.55,0.00,40.49,1,8.2,flapping,3,A,1,1ry consumer,Terrestrial
Boissonneaua jardini,75.0,28.4,62.1,3345.80,Observed,NA,NA,NA,NA,2200,White et al. (2015),2200,White et al. (2015); Quintero et al. (2018),350,White et al. (2015),350,White et al. (2015); Quintero et al. (2018),1275,1275,2.9,5.65,0.00,23.26,1,9.1,flapping,3,A,1,1ry consumer,Terrestrial
Boissonneaua matthewsii,72.8,27.7,61.8,3167.61,Observed,NA,NA,NA,NA,3000,del Hoyo (2020),3300,Quintero et al. (2018),1200,del Hoyo (2020),1200,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),2100,2250,-7.46,13.61,0.00,67.26,1,7.7,flapping,3,A,1,1ry consumer,Terrestrial
Bolbopsittacus lunulatus,95.5,58.3,38.9,8745.64,Observed,NA,NA,NA,NA,1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),500,500,12.06,18.65,5.56,91.59,1,67.6,flapping,2,B,1,1ry consumer,Terrestrial
Bolborhynchus ferrugineifrons,121.1,72.9,39.9,13867.29,Observed,NA,NA,NA,NA,4000,del Hoyo (2020),4000,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),3200,del Hoyo (2020),2400,White et al. (2015),3600,3200,3.06,5.24,1.39,40.72,2,64.0,flapping,2,A,1,1ry consumer,Terrestrial
Bolborhynchus lineola,104.3,50.1,52.0,8208.09,Observed,NA,NA,NA,NA,3300,del Hoyo (2020),3900,Quintero et al. (2018),600,del Hoyo (2020),600,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1950,2250,5.54,20.13,0.00,88.26,1,56.2,flapping,2,A,2,1ry consumer,Terrestrial
Bolborhynchus orbygnesius,106.6,61.6,42.2,10314.73,Observed,NA,NA,NA,NA,6000,del Hoyo (2020),6000,del Hoyo (2020); White et al. (2015),3000,del Hoyo (2020),1500,White et al. (2015),4500,3750,-13.53,18.35,6.42,103.64,2,43.1,flapping,2,A,2,1ry consumer,Terrestrial
Bombycilla cedrorum,95.4,62.0,35.1,9290.95,Observed,13650.00,293.00,6.29,Fu et al. (2023); Viscor et al. (1987),2200,del Hoyo (2020),3000,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1100,1500,47.88,60.20,33.45,995.14,2,31.6,flapping,2,A,3,1ry consumer,Terrestrial
Bombycilla garrulus,116.2,72.3,37.8,13196.67,Observed,19050.00,342.67,6.16,Howard et al. (2018); Malo et al. (2021); Shiomi et al. (2024),2800,del Hoyo (2020),2800,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1400,1400,61.26,70.45,47.49,1350.27,1,54.4,flapping,2,A,3,1ry consumer,Terrestrial
Bombycilla japonica,107.2,63.2,41.1,10642.21,Observed,NA,NA,NA,NA,1600,del Hoyo (2020),1600,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),800,800,52.34,56.08,48.87,1546.55,1,42.3,flapping,2,B,2,1ry consumer,Terrestrial
Bonasa bonasia,169.4,113.7,33.0,30254.76,Observed,47752.50,523.00,5.73,Malo et al. (2021); Viscor et al. (1987); Shiomi et al. (2024),1900,White et al. (2015),1900,White et al. (2015),200,White et al. (2015),0,Quintero et al. (2018),1050,950,58,69.38,38.72,1307.10,1,429.0,flapping,1,A,1,1ry consumer,Terrestrial
Bonasa sewerzowi,167.5,110.2,34.2,28994.54,Observed,NA,NA,NA,NA,4000,White et al. (2015),4000,White et al. (2015); Quintero et al. (2018),1000,White et al. (2015),1000,White et al. (2015); Quintero et al. (2018),2500,2500,30.83,36.15,26.50,731.42,2,267.3,flapping,1,A,1,1ry consumer,Terrestrial
Bonasa umbellus,183.2,112.2,38.3,32287.78,Observed,56270.00,560.00,5.57,Fu et al. (2023); Viscor et al. (1987),3300,del Hoyo (2020),3300,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1650,1650,52.89,67.56,33.94,1073.72,1,530.9,flapping,1,A,1,1ry consumer,Terrestrial
Bostrychia bocagei,237.0,182.0,30.3,67754.73,Inferred,NA,NA,NA,NA,450,White et al. (2015),450,White et al. (2015),0,White et al. (2015),0,White et al. (2015),225,225,0.18,0.24,0.10,97.35,1,866.0,flapping,1,A,1,2ry consumer,Terrestrial
Bostrychia carunculata,363.8,251.4,30.5,143663.96,Observed,NA,NA,NA,NA,4100,White et al. (2015),4100,White et al. (2015); Quintero et al. (2018),1500,White et al. (2015),1500,White et al. (2015); Quintero et al. (2018),2800,2800,9.46,16.42,4.83,130.07,3,1500.0,flapping,2,A,1,2ry consumer,Terrestrial
Bostrychia hagedash,338.8,245.3,27.1,130545.18,Observed,NA,NA,NA,NA,3000,Quintero et al. (2018),3000,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),1500,1500,-1.06,34.84,0.00,197.21,2,1238.0,flapping,2,A,1,2ry consumer,Terrestrial
Bostrychia olivacea,347.0,255.9,26.3,139482.47,Observed,NA,NA,NA,NA,3700,del Hoyo (2020),3700,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),100,del Hoyo (2020),0,White et al. (2015),1900,1850,1.55,8.94,0.00,85.38,1,866.0,flapping,2,A,1,2ry consumer,Terrestrial
Bostrychia rara,261.0,182.0,30.3,74615.97,Observed,NA,NA,NA,NA,700,Quintero et al. (2018),700,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),350,350,-0.81,10.63,0.00,70.08,2,866.0,flapping,2,A,1,2ry consumer,Terrestrial
Botaurus lentiginosus,270.8,180.1,32.0,76609.43,Observed,125800.00,1140.00,10.33,Viscor et al. (1987),1500,del Hoyo (2020),2500,Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),750,1250,48.37,63.22,19.30,1033.37,1,706.0,flapping,2,A,3,2ry consumer,Terrestrial
Botaurus pinnatus,297.8,205.2,30.1,95989.10,Observed,NA,NA,NA,NA,2600,White et al. (2015),2600,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1300,1300,-14.08,35.73,0.00,294.52,1,812.2,flapping,2,B,2,2ry consumer,Terrestrial
Botaurus poiciloptilus,320.4,221.4,30.3,111426.89,Observed,NA,NA,NA,NA,300,del Hoyo (2020),800,White et al. (2015),0,del Hoyo (2020),0,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),150,400,-34.28,46.68,20.09,472.87,1,1083.7,flapping,2,A,2,2ry consumer,Terrestrial
Botaurus stellaris,323.8,223.8,31.2,113830.02,Observed,247885.33,1267.00,6.48,Malo et al. (2021); Viscor et al. (1987); Shiomi et al. (2024),3000,del Hoyo (2020),3000,del Hoyo (2020); Quintero et al. (2018),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),1500,1500,50.39,64.85,0.00,1198.64,1,1319.5,flapping,2,A,2,2ry consumer,Terrestrial
Bowdleria punctata,66.4,57.4,14.6,5986.87,Observed,NA,NA,NA,NA,1000,Quintero et al. (2018),1000,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),500,500,-41.77,48.02,34.39,332.91,2,25.2,flapping,1,A,1,2ry consumer,Terrestrial
Brachycope anomala,59.2,52.8,10.9,4909.93,Observed,NA,NA,NA,NA,700,del Hoyo (2020),700,del Hoyo (2020),300,del Hoyo (2020),300,del Hoyo (2020),500,500,0.91,8.56,0.00,65.75,3,25.3,flapping,1,B,1,1ry consumer,Terrestrial
Brachygalba albogularis,69.5,52.1,24.8,5687.77,Observed,NA,NA,NA,NA,600,Quintero et al. (2018),600,Quintero et al. (2018),63,Quintero et al. (2018),63,Quintero et al. (2018),331.5,331.5,-8.45,13.52,3.59,54.58,2,17.4,flapping,2,A,1,2ry consumer,Terrestrial
Brachygalba goeringi,67.8,48.0,29.1,5112.00,Observed,NA,NA,NA,NA,1100,White et al. (2015),1100,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),550,550,8.75,10.45,5.98,98.37,2,17.0,flapping,2,A,1,2ry consumer,Terrestrial
Brachygalba lugubris,68.4,51.5,24.6,5533.29,Observed,NA,NA,NA,NA,1500,White et al. (2015),1500,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),750,750,-5.11,21.42,0.00,81.79,2,15.9,flapping,2,A,1,2ry consumer,Terrestrial
Brachygalba salmoni,70.3,51.5,26.8,5686.99,Observed,NA,NA,NA,NA,700,White et al. (2015),700,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),350,350,8.2,10.30,6.77,38.74,2,17.2,flapping,2,A,1,2ry consumer,Terrestrial
Brachypteracias leptosomus,137.6,109.5,19.8,23667.50,Observed,NA,NA,NA,NA,1500,White et al. (2015),1500,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),750,750,-17.88,25.03,13.12,226.87,1,185.0,flapping,1,A,1,2ry consumer,Terrestrial
Brachypteracias squamiger,119.8,89.0,24.4,16748.14,Observed,NA,NA,NA,NA,1000,Quintero et al. (2018),1000,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),500,500,-17.7,24.88,13.88,226.16,1,155.0,flapping,1,B,1,2ry consumer,Terrestrial
Brachypteryx hyperythra,59.5,52.7,11.4,4925.47,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015),450,White et al. (2015),450,White et al. (2015); Quintero et al. (2018),1725,1725,26.49,28.45,23.35,434.56,2,15.8,flapping,1,A,2,2ry consumer,Terrestrial
Brachypteryx leucophrys,56.6,48.8,13.8,4338.67,Observed,NA,NA,NA,NA,3900,del Hoyo (2020),3900,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),200,del Hoyo (2020),200,del Hoyo (2020),2050,2050,21.78,31.64,0.00,414.72,1,15.8,flapping,1,A,2,2ry consumer,Terrestrial
Brachypteryx montana,64.3,58.5,9.9,5908.63,Observed,NA,NA,NA,NA,3600,White et al. (2015),3660,Quintero et al. (2018),300,White et al. (2015),245,Quintero et al. (2018),1950,1952.5,22.26,34.17,0.00,472.38,1,17.7,flapping,1,A,1,2ry consumer,Terrestrial
Brachypteryx stellata,70.6,55.9,19.8,6199.21,Observed,NA,NA,NA,NA,4265,White et al. (2015),4265,White et al. (2015),1500,White et al. (2015),1500,White et al. (2015); Quintero et al. (2018),2882.5,2882.5,27.81,33.37,21.68,540.69,2,23.0,flapping,1,A,2,1ry consumer,Terrestrial
Brachyramphus brevirostris,138.0,64.4,53.2,13959.98,Observed,NA,NA,NA,NA,1100,del Hoyo (2020),1100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),550,550,61.5,72.16,51.28,984.63,3,234.0,flapping,2,B,3,2ry consumer,Marine
Brachyramphus marmoratus,123.5,51.2,58.4,9932.46,Observed,22091.83,440.77,8.79,Serrano et al. (2016); Shiomi et al. (2024),1100,del Hoyo (2020),1100,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),550,550,54.13,61.51,40.85,378.13,3,220.0,flapping,2,B,3,2ry consumer,Marine
Brachyramphus perdix,134.6,55.0,58.9,11628.61,Observed,NA,NA,NA,NA,1300,del Hoyo (2020),1300,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020); Quintero et al. (2018),650,650,54.22,63.00,42.44,927.54,3,220.0,flapping,2,B,3,2ry consumer,Marine
Bradornis infuscatus,105.1,78.1,25.7,12893.58,Observed,NA,NA,NA,NA,1800,Quintero et al. (2018),1800,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),900,900,-25.18,33.33,10.67,435.17,2,32.4,flapping,1,A,1,2ry consumer,Terrestrial
Bradornis mariquensis,85.8,69.4,19.0,9353.34,Observed,NA,NA,NA,NA,1800,Quintero et al. (2018),1800,Quintero et al. (2018),600,Quintero et al. (2018),600,Quintero et al. (2018),1200,1200,-22.04,28.17,14.46,389.97,3,25.2,flapping,1,A,1,2ry consumer,Terrestrial
Bradornis microrhynchus,81.3,67.4,17.1,8607.37,Observed,NA,NA,NA,NA,2000,White et al. (2015),2000,White et al. (2015); Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),1000,1000,2.87,11.99,0.00,126.43,2,19.5,flapping,1,A,1,2ry consumer,Terrestrial
Bradornis pallidus,89.9,73.0,19.0,10308.67,Observed,NA,NA,NA,NA,2000,Quintero et al. (2018),2000,Quintero et al. (2018),0,Quintero et al. (2018),0,Quintero et al. (2018),1000,1000,-4.16,29.81,0.00,179.43,2,23.6,flapping,1,A,1,2ry consumer,Terrestrial
Bradypterus accentor,58.0,51.3,10.8,4673.75,Observed,NA,NA,NA,NA,3700,del Hoyo (2020),3700,del Hoyo (2020),2100,del Hoyo (2020),2100,del Hoyo (2020),2900,2900,5.89,6.18,5.47,35.43,1,14.0,flapping,1,A,1,2ry consumer,Terrestrial
Bradypterus alfredi,57.8,52.9,8.5,4802.90,Observed,NA,NA,NA,NA,2500,White et al. (2015),2500,White et al. (2015); Quintero et al. (2018),525,White et al. (2015),525,White et al. (2015); Quintero et al. (2018),1512.5,1512.5,-3.12,12.27,0.00,82.57,2,17.5,flapping,1,A,1,2ry consumer,Terrestrial
Bradypterus alishanensis,54.0,43.7,19.1,3706.77,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015); Quintero et al. (2018),1200,Quintero et al. (2018),1200,Quintero et al. (2018),2100,2100,23.76,24.82,22.37,373.82,2,10.0,flapping,1,A,1,2ry consumer,Terrestrial
Bradypterus baboecala,58.5,50.8,12.6,4668.09,Observed,NA,NA,NA,NA,2300,White et al. (2015),2300,White et al. (2015); Quintero et al. (2018),0,White et al. (2015),0,White et al. (2015); Quintero et al. (2018),1150,1150,-15.21,34.84,0.00,230.79,3,12.9,flapping,1,A,1,2ry consumer,Terrestrial
Bradypterus bangwaensis,61.3,56.0,8.3,5392.23,Observed,NA,NA,NA,NA,2950,White et al. (2015),2950,White et al. (2015); Quintero et al. (2018),1600,White et al. (2015),1600,White et al. (2015); Quintero et al. (2018),2275,2275,6.19,7.45,4.13,116.02,1,21.0,flapping,1,A,1,2ry consumer,Terrestrial
Bradypterus barratti,62.3,54.1,12.8,5294.26,Observed,NA,NA,NA,NA,2200,del Hoyo (2020),2200,del Hoyo (2020); White et al. (2015); Quintero et al. (2018),1300,del Hoyo (2020),350,White et al. (2015),1750,1275,-28.28,33.78,18.16,323.14,1,18.8,flapping,1,A,2,2ry consumer,Terrestrial
Bradypterus carpalis,67.8,60.8,10.4,6475.20,Observed,NA,NA,NA,NA,2050,White et al. (2015),2050,White et al. (2015),900,White et al. (2015),900,White et al. (2015),1475,1475,-3.28,10.77,0.00,71.81,3,22.4,flapping,1,A,1,2ry consumer,Terrestrial
Bradypterus castaneus,57.8,53.1,8.0,4821.06,Observed,NA,NA,NA,NA,3000,White et al. (2015),3000,White et al. (2015); Quintero et al. (2018),730,White et al. (2015),730,White et al. (2015),1865,1865,-2.05,5.43,0.00,33.67,1,19.0,flapping,1,A,2,2ry consumer,Terrestrial
Bradypterus caudatus,60.7,55.2,8.7,5263.17,Observed,NA,NA,NA,NA,2500,del Hoyo (2020),2750,Quintero et al. (2018),700,del Hoyo (2020),700,del Hoyo (2020); Quintero et al. (2018),1600,1725,12.78,18.53,6.85,97.68,1,22.9,flapping,1,A,2,2ry consumer,Terrestrial
Bradypterus cinnamomeus,62.3,56.6,9.0,5538.91,Observed,NA,NA,NA,NA,4100,White et al. (2015),4100,White et al. (2015); Quintero et al. (2018),1300,White et al. (2015),1300,White et al. (2015); Quintero et al. (2018),2700,2700,-0.05,16.23,0.00,100.71,1,17.4,flapping,1,A,1,2ry consumer,Terrestrial
Bradypterus davidi,53.2,41.5,19.9,3468.00,Observed,NA,NA,NA,NA,1400,del Hoyo (2020),1400,del Hoyo (2020),0,del Hoyo (2020),0,del Hoyo (2020),700,700,49.15,55.85,37.60,1419.73,2,10.0,flapping,1,A,3,2ry consumer,Terrestrial
Bradypterus grandis,66.0,60.0,9.1,6220.35,Observed,NA,NA,NA,NA,800,White et al. (2015),800,White et al. (2015),400,White et al. (2015),400,White et al. (2015),600,600,-0.94,2.94,0.00,74.01,3,18.5,flapping,1,A,1,2ry consumer,Terrestrial
Bradypterus graueri,57.5,50.9,11.5,4597.33,Observed,NA,NA,NA,NA,2600,White et al. (2015),2600,White et al. (2015); Quintero et al. (2018),1950,White et al. (2015),1950,White et al. (2015); Quintero et al. (2018),2275,2275,-1.61,4.04,0.00,31.91,2,17.0,flapping,1,A,1,2ry consumer,Terrestrial
