Species_BirdTree,Migration,Ref.1_max.elevation,Ref.1_min.elevation,Ref.2_max.elevation,Ref.2_min.elevation,Updated_max.elevation,Updated_min.elevation,Source_updated.elevation
Accipiter trivirgatus,1,2289,NA,2400,0,NA,NA,NA
Accipiter ventralis,3,NA,NA,3540,300,3700,300,del Hoyo (2020)
Accipiter virgatus,2,2400,0,3300,0,3400,0,del Hoyo (2020)
Aceros cassidix,1,1800,NA,1800,0,NA,NA,NA
Aceros comatus,1,1680,NA,1680,0,NA,NA,NA
Aceros corrugatus,1,250,0,250,0,NA,NA,NA
Aceros everetti,1,950,0,NA,NA,NA,NA,NA
Aceros leucocephalus,1,1100,0,1100,0,NA,NA,NA
Aceros narcondami,1,750,0,NA,NA,NA,NA,NA
Aceros nipalensis,1,2200,150,2900,150,2900,100,del Hoyo (2020)
Aceros plicatus,1,1800,NA,1500,0,NA,NA,NA
Aceros subruficollis,1,1000,0,1000,0,NA,NA,NA
Aceros undulatus,1,2560,NA,2560,0,NA,NA,NA
Aceros waldeni,1,1200,0,1200,0,NA,NA,NA
Achaetops pycnopygius,1,NA,NA,1700,0,NA,NA,NA
Acridotheres albocinctus,1,1525,800,1525,800,NA,NA,NA
Acridotheres cinereus,2,1500,0,1500,0,NA,NA,NA
Acridotheres cristatellus,2,NA,NA,2200,0,1500,0,del Hoyo (2020)
Acridotheres fuscus,2,2000,NA,2000,0,2000,0,del Hoyo (2020)
Acridotheres ginginianus,2,NA,NA,305,75,600,0,del Hoyo (2020)
Acridotheres grandis,1,1520,NA,1520,0,NA,NA,NA
Acridotheres tristis,2,3000,0,3000,0,NA,NA,NA
Acrobatornis fonsecai,1,550,0,NA,NA,NA,NA,NA
Acrocephalus aedon,3,NA,NA,1500,0,2300,0,del Hoyo (2020)
Acrocephalus aequinoctialis,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Acrocephalus agricola,3,NA,NA,3000,0,1700,0,del Hoyo (2020)
Acrocephalus arundinaceus,3,2000,0,2000,0,NA,NA,NA
Acrocephalus atyphus,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Acrocephalus australis,3,NA,NA,1500,0,800,0,del Hoyo (2020)
Acrocephalus baeticatus,3,NA,NA,1900,0,1900,0,del Hoyo (2020)
Acrocephalus bistrigiceps,3,1500,NA,1500,0,1500,0,del Hoyo (2020)
Acrocephalus brevipennis,1,950,NA,NA,NA,1000,0,del Hoyo (2020)
Acrocephalus caffer,1,1700,NA,NA,NA,600,0,del Hoyo (2020)
Acrocephalus concinens,2,3000,NA,3000,0,3000,0,Birds of the World (2022)
Acrocephalus dumetorum,3,1200,NA,1200,0,1200,0,del Hoyo (2020)
Acrocephalus familiaris,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Acrocephalus gracilirostris,1,2400,0,2400,0,NA,NA,NA
Acrocephalus griseldis,3,NA,NA,NA,NA,600,0,del Hoyo (2020)
Acrocephalus kerearako,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Acrocephalus luscinius,1,NA,NA,NA,NA,400,0,del Hoyo (2020)
Acrocephalus melanopogon,3,1950,0,1950,0,NA,NA,NA
Acrocephalus mendanae,1,1200,NA,NA,NA,1100,0,del Hoyo (2020)
Acrocephalus newtoni,1,2100,0,2100,0,NA,NA,NA
Acrocephalus orinus,3,NA,NA,3200,2000,2800,0,del Hoyo (2020)
Acrocephalus paludicola,3,NA,NA,655,0,800,0,del Hoyo (2020)
Acrocephalus palustris,3,3000,NA,3000,0,3000,0,del Hoyo (2020)
Acrocephalus rehsei,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Acrocephalus rimatarae,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Acrocephalus rodericanus,1,NA,NA,NA,NA,400,0,del Hoyo (2020)
Acrocephalus rufescens,1,NA,NA,2000,500,NA,NA,NA
Acrocephalus schoenobaenus,3,2500,0,2500,0,NA,NA,NA
Acrocephalus scirpaceus,3,1900,0,1400,0,2600,0,del Hoyo (2020)
Acrocephalus sechellensis,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Acrocephalus sorghophilus,3,NA,NA,610,0,900,0,del Hoyo (2020)
Acrocephalus stentoreus,2,3000,0,3000,0,NA,NA,NA
Acrocephalus syrinx,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Acrocephalus taiti,1,30,0,NA,NA,NA,NA,NA
Acrocephalus tangorum,3,NA,NA,700,0,500,0,del Hoyo (2020)
Acrocephalus vaughani,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Acropternis orthonyx,1,3900,1900,3500,2000,3900,1900,del Hoyo (2020)
Acryllium vulturinum,1,1900,NA,1900,0,NA,NA,NA
Actenoides bougainvillei,1,1550,550,1550,550,NA,NA,NA
Actenoides concretus,1,1700,NA,1700,0,NA,NA,NA
Actenoides hombroni,1,2400,100,2400,800,2400,100,del Hoyo (2020)
Actenoides lindsayi,1,1200,NA,1200,0,NA,NA,NA
Actenoides monachus,1,900,NA,900,0,NA,NA,NA
Actenoides princeps,1,2000,250,2000,250,NA,NA,NA
Actinodura egertoni,1,2600,215,2600,600,2600,200,del Hoyo (2020)
Actinodura morrisoniana,1,3000,1200,3000,1200,NA,NA,NA
Actinodura nipalensis,1,3500,900,3500,1830,3500,900,del Hoyo (2020)
Actinodura ramsayi,2,2500,450,NA,NA,NA,NA,NA
Actinodura sodangorum,1,2400,1000,2400,1000,NA,NA,NA
Actinodura souliei,2,3300,1000,3300,1400,3300,1000,del Hoyo (2020)
Actinodura waldeni,2,3300,500,3300,2135,3300,500,del Hoyo (2020)
Actitis hypoleucos,3,NA,NA,1200,0,4000,0,del Hoyo (2020)
Actitis macularius,3,NA,NA,2200,0,4100,0,del Hoyo (2020)
Actophilornis africanus,2,NA,NA,3000,0,2000,0,del Hoyo (2020)
Actophilornis albinucha,2,750,0,750,0,NA,NA,NA
Adelomyia melanogenys,1,2500,1000,2900,900,2500,1000,del Hoyo (2020)
Aechmophorus clarkii,3,NA,NA,2500,750,1500,0,del Hoyo (2020)
Aechmophorus occidentalis,3,NA,NA,2500,750,2800,0,del Hoyo (2020)
Aegithalos caudatus,1,3050,100,2120,0,3100,0,del Hoyo (2020)
Aegithalos concinnus,1,3960,60,2700,60,4000,0,del Hoyo (2020)
Aegithalos fuliginosus,1,2600,1000,2600,1000,NA,NA,NA
Aegithalos iouschistos,1,3770,2200,3770,2200,NA,NA,NA
Aegithalos leucogenys,1,3660,500,3660,1500,3600,500,del Hoyo (2020)
Aegithalos niveogularis,1,3965,1750,3965,1700,NA,NA,NA
Aegithina lafresnayei,1,NA,NA,900,0,NA,NA,NA
Aegithina nigrolutea,1,700,NA,700,0,NA,NA,NA
Aegithina tiphia,1,2000,0,800,0,2000,0,del Hoyo (2020)
Aegithina viridissima,1,820,0,820,0,NA,NA,NA
Aegolius acadicus,3,3100,1900,2500,1350,4200,0,del Hoyo (2020)
Aegolius funereus,2,NA,NA,2340,575,3000,0,del Hoyo (2020)
Aegolius harrisii,1,3800,0,3800,0,NA,NA,NA
Aegolius ridgwayi,2,3000,1400,3000,1400,NA,NA,NA
Aegotheles albertisi,1,3700,800,2615,1385,3700,800,del Hoyo (2020)
Aegotheles archboldi,1,3600,2062,3600,2062,NA,NA,NA
Aegotheles bennettii,1,1125,NA,1125,0,NA,NA,NA
Aegotheles crinifrons,1,1800,0,1800,0,NA,NA,NA
Aegotheles cristatus,1,1000,0,1000,0,NA,NA,NA
Aegotheles insignis,1,3000,1150,3000,1150,NA,NA,NA
Aegotheles savesi,NA,NA,NA,NA,NA,1000,1000,del Hoyo (2020)
Aegotheles tatei,1,NA,NA,100,0,NA,NA,NA
Aegotheles wallacii,1,NA,NA,1540,0,NA,NA,NA
Aegypius monachus,1,4500,300,4500,300,NA,NA,NA
Aenigmatolimnas marginalis,2,NA,NA,1115,0,1900,0,del Hoyo (2020)
Aepypodius arfakianus,1,2800,750,2800,750,NA,NA,NA
Aepypodius bruijnii,1,NA,NA,NA,NA,930,20,del Hoyo (2020)
Aeronautes andecolus,1,3900,340,4100,500,NA,NA,NA
Aeronautes montivagus,1,3200,500,2700,500,3200,500,del Hoyo (2020)
Aeronautes saxatalis,1,4270,0,3000,0,4300,0,del Hoyo (2020)
Aethia cristatella,3,NA,NA,500,0,500,0,del Hoyo (2020)
Aethia psittacula,3,NA,NA,150,0,200,0,del Hoyo (2020)
Aethia pusilla,3,NA,NA,NA,NA,600,0,del Hoyo (2020)
Aethia pygmaea,3,NA,NA,150,0,300,0,del Hoyo (2020)
Aethopyga bella,1,2000,0,2000,0,NA,NA,NA
Aethopyga boltoni,1,NA,NA,2300,1100,NA,NA,NA
Aethopyga christinae,1,1400,NA,1400,0,NA,NA,NA
Aethopyga duyvenbodei,1,900,NA,NA,NA,900,0,del Hoyo (2020)
Aethopyga eximia,1,3000,1200,3000,1200,NA,NA,NA
Aethopyga flagrans,1,1350,0,1350,0,NA,NA,NA
Aethopyga gouldiae,2,4270,330,4270,1200,4300,300,del Hoyo (2020)
Aethopyga ignicauda,1,4880,610,4880,3000,4900,600,del Hoyo (2020)
Aethopyga linaraborae,1,NA,NA,4900,1000,NA,NA,NA
Aethopyga mystacalis,1,2300,0,1985,800,2300,0,del Hoyo (2020)
Aethopyga nipalensis,1,3665,NA,3665,300,NA,NA,NA
Aethopyga primigenia,1,NA,NA,1700,1000,NA,NA,NA
Aethopyga pulcherrima,1,2000,NA,2000,0,NA,NA,NA
Aethopyga saturata,1,2200,305,2200,820,2200,300,del Hoyo (2020)
Aethopyga shelleyi,1,2000,0,NA,NA,NA,NA,NA
Aethopyga siparaja,1,2000,0,2000,0,NA,NA,NA
Afropavo congensis,1,1200,0,NA,NA,NA,NA,NA
Agamia agami,1,2600,0,2600,0,NA,NA,NA
Agapornis canus,1,1500,0,1500,0,NA,NA,NA
Agapornis fischeri,1,2200,1100,NA,NA,NA,NA,NA
Agapornis lilianae,1,1000,NA,NA,NA,1000,0,del Hoyo (2020)
Agapornis nigrigenis,1,1000,600,NA,NA,NA,NA,NA
Agapornis personatus,1,1800,1100,1800,1100,NA,NA,NA
Agapornis pullarius,1,1500,0,2000,0,2000,0,del Hoyo (2020)
Agapornis roseicollis,1,1500,0,1500,0,NA,NA,NA
Agapornis swindernianus,1,1200,700,1200,700,NA,NA,NA
Agapornis taranta,1,3400,1600,3400,1800,NA,NA,NA
Agelaioides badius,1,NA,NA,3200,0,NA,NA,NA
Agelaius assimilis,2,NA,NA,NA,NA,100,0,del Hoyo (2020)
Agelaius humeralis,1,NA,NA,900,0,NA,NA,NA
Agelaius phoeniceus,3,3000,0,3000,0,NA,NA,NA
Agelaius tricolor,2,1300,0,1300,0,NA,NA,NA
Agelaius xanthomus,1,NA,NA,NA,NA,1100,0,del Hoyo (2020)
Agelastes meleagrides,1,NA,NA,550,3,NA,NA,NA
Agelastes niger,1,NA,NA,830,0,NA,NA,NA
Agelasticus cyanopus,1,NA,NA,500,0,NA,NA,NA
Agelasticus thilius,1,NA,NA,3800,0,NA,NA,NA
Agelasticus xanthophthalmus,1,NA,NA,650,166,NA,NA,NA
Aglaeactis aliciae,1,3500,2900,3200,3000,NA,NA,NA
Aglaeactis castelnaudii,1,4300,3500,4300,3500,NA,NA,NA
Aglaeactis cupripennis,1,4300,2500,4600,2200,4300,2500,del Hoyo (2020)
Aglaeactis pamela,1,3500,3000,3500,3000,NA,NA,NA
Aglaiocercus berlepschi,1,1800,1450,1800,1450,NA,NA,NA
Aglaiocercus coelestis,1,2000,1000,2300,800,2000,1000,del Hoyo (2020)
Aglaiocercus kingi,1,3000,900,3000,900,NA,NA,NA
Agriornis albicauda,1,NA,NA,4500,2450,NA,NA,NA
Agriornis lividus,1,NA,NA,2000,0,NA,NA,NA
Agriornis micropterus,1,NA,NA,5000,0,5000,0,del Hoyo (2020)
Agriornis montanus,1,NA,NA,4500,0,NA,NA,NA
Agriornis murinus,3,NA,NA,2500,0,2500,0,del Hoyo (2020)
Ailuroedus buccoides,1,1200,0,1200,0,NA,NA,NA
Ailuroedus crassirostris,1,1000,0,1000,0,NA,NA,NA
Ailuroedus melanotis,1,2250,0,2250,0,NA,NA,NA
Aimophila aestivalis,2,900,0,900,0,NA,NA,NA
Aimophila botterii,2,2500,0,2500,0,NA,NA,NA
Aimophila carpalis,1,1200,0,1200,0,NA,NA,NA
Aimophila cassinii,2,2150,0,2150,0,NA,NA,NA
Aimophila humeralis,1,1500,300,1500,300,NA,NA,NA
Aimophila mystacalis,1,1800,900,1800,900,NA,NA,NA
Aimophila notosticta,1,1900,1500,1900,1500,NA,NA,NA
Aimophila quinquestriata,1,1850,50,1850,50,NA,NA,NA
Aimophila rufescens,1,2400,0,2400,0,NA,NA,NA
Aimophila ruficauda,1,1400,0,1400,0,NA,NA,NA
Aimophila ruficeps,1,1350,0,1350,0,NA,NA,NA
Aimophila stolzmanni,1,1000,0,1000,0,NA,NA,NA
Aimophila strigiceps,1,1000,0,1000,0,NA,NA,NA
Aimophila sumichrasti,1,900,0,900,0,NA,NA,NA
Aix galericulata,3,NA,NA,1500,0,2700,0,del Hoyo (2020)
Aix sponsa,1,NA,NA,2300,0,NA,NA,NA
Alaemon alaudipes,1,2000,NA,2000,0,NA,NA,NA
Alaemon hamertoni,1,NA,NA,NA,NA,700,0,del Hoyo (2020)
Alauda arvensis,2,3500,0,3500,0,3500,0,del Hoyo (2020)
Alauda gulgula,2,4300,0,4300,0,NA,NA,NA
Alauda japonica,2,NA,NA,1000,0,NA,NA,NA
Alauda razae,1,50,0,NA,NA,NA,NA,NA
Alca torda,3,NA,NA,150,0,500,0,del Hoyo (2020)
Alcedo argentata,1,1000,NA,1050,0,NA,NA,NA
Alcedo atthis,1,NA,NA,250,0,NA,NA,NA
Alcedo azurea,1,1520,0,1520,0,NA,NA,NA
Alcedo coerulescens,1,800,0,800,0,NA,NA,NA
Alcedo cristata,1,1250,0,3000,0,3000,0,del Hoyo (2020)
Alcedo cyanopectus,1,NA,NA,1000,0,NA,NA,NA
Alcedo euryzona,1,1500,0,1500,0,NA,NA,NA
Alcedo hercules,1,1200,200,1200,200,NA,NA,NA
Alcedo leucogaster,1,1800,0,1800,0,NA,NA,NA
Alcedo meninting,1,1000,0,1000,0,NA,NA,NA
Alcedo pusilla,1,750,0,750,0,NA,NA,NA
Alcedo quadribrachys,1,1800,0,1800,0,NA,NA,NA
Alcedo semitorquata,1,2200,0,2200,0,NA,NA,NA
Alcedo vintsioides,1,1800,0,1800,0,NA,NA,NA
Alcedo websteri,1,300,0,250,0,NA,NA,NA
Alcippe brunnea,1,1830,40,2400,40,1900,0,del Hoyo (2020)
Alcippe brunneicauda,1,1430,NA,1200,0,NA,NA,NA
Alcippe castaneceps,1,3600,300,3200,1000,3600,300,del Hoyo (2020)
Alcippe chrysotis,1,3050,1100,3050,1100,NA,NA,NA
Alcippe cinerea,1,2745,600,2745,900,NA,NA,NA
Alcippe cinereiceps,1,3400,1000,3400,1700,3400,1000,del Hoyo (2020)
Alcippe danisi,1,2400,1800,2440,1800,NA,NA,NA
Alcippe dubia,1,3100,300,3100,300,NA,NA,NA
Alcippe formosana,1,3000,1590,3000,1590,NA,NA,NA
Alcippe grotei,1,1200,0,1200,0,NA,NA,NA
Alcippe klossi,1,2100,50,2100,1510,2100,1500,del Hoyo (2020)
Alcippe ludlowi,1,4000,2125,3500,2200,4000,2100,del Hoyo (2020)
Alcippe manipurensis,1,2800,1400,2800,1400,NA,NA,NA
Alcippe morrisonia,2,3050,50,3050,200,NA,NA,NA
Alcippe nipalensis,1,2400,245,2400,245,NA,NA,NA
Alcippe peracensis,1,2190,760,2190,900,NA,NA,NA
Alcippe poioicephala,1,2100,520,2100,0,2100,500,del Hoyo (2020)
Alcippe pyrrhoptera,1,1830,1000,1830,1000,NA,NA,NA
Alcippe ruficapilla,1,2800,1250,2800,1250,NA,NA,NA
Alcippe rufogularis,1,1100,NA,1100,0,NA,NA,NA
Alcippe striaticollis,1,4300,2200,4265,2775,4300,2200,del Hoyo (2020)
Alcippe variegaticeps,1,2000,650,2000,650,NA,NA,NA
Alcippe vinipectus,1,4400,1400,4200,1500,NA,NA,NA
Aleadryas rufinucha,1,3600,1200,2600,1400,3600,1200,del Hoyo (2020)
Alectoris barbara,1,3300,0,3300,0,NA,NA,NA
Alectoris chukar,1,4500,0,4500,0,NA,NA,NA
Alectoris graeca,1,2400,0,2700,0,2700,0,del Hoyo (2020)
Alectoris magna,1,4000,1300,4000,1300,NA,NA,NA
Alectoris melanocephala,1,3000,100,3000,0,NA,NA,NA
Alectoris philbyi,1,3600,1400,3600,1280,NA,NA,NA
Alectoris rufa,1,2000,0,2000,0,NA,NA,NA
Alectroenas madagascariensis,1,2000,0,2000,0,NA,NA,NA
Alectroenas pulcherrima,1,NA,NA,NA,NA,400,200,del Hoyo (2020)
Alectroenas sganzini,1,1500,0,NA,NA,NA,NA,NA
Alectrurus risora,3,500,0,500,0,NA,NA,NA
Alectrurus tricolor,2,1100,NA,1100,0,1100,0,del Hoyo (2020)
Alectura lathami,1,NA,NA,500,0,NA,NA,NA
Alethe choloensis,1,1950,720,1900,700,NA,NA,NA
Alethe diademata,1,1500,0,1500,0,NA,NA,NA
Alethe fuelleborni,1,2600,250,2600,0,NA,NA,NA
Alethe poliocephala,1,2800,NA,2800,0,NA,NA,NA
Alethe poliophrys,1,3000,1300,3000,1300,NA,NA,NA
Alipiopsitta xanthops,1,NA,NA,1200,600,NA,NA,NA
Alisterus amboinensis,1,1400,200,1500,200,NA,NA,NA
Alisterus chloropterus,1,2600,0,2300,0,2300,0,del Hoyo (2020)
Alisterus scapularis,1,1600,0,1600,0,NA,NA,NA
Alle alle,3,NA,NA,150,0,400,0,del Hoyo (2020)
Alophoixus affinis,1,1700,0,NA,NA,NA,NA,NA
Alophoixus bres,1,1500,NA,1150,0,1500,0,del Hoyo (2020)
Alophoixus finschii,1,900,0,900,0,NA,NA,NA
Alophoixus flaveolus,1,1500,NA,1200,600,NA,NA,NA
Alophoixus ochraceus,1,2650,NA,2650,0,NA,NA,NA
Alophoixus pallidus,1,1800,NA,1800,0,NA,NA,NA
Alophoixus phaeocephalus,1,1000,NA,1000,0,NA,NA,NA
Alopochelidon fucata,3,NA,NA,1600,0,1600,0,del Hoyo (2020)
Alopochen aegyptiaca,2,NA,NA,3810,0,3800,0,del Hoyo (2020)
Amadina erythrocephala,2,NA,NA,1600,0,2200,0,del Hoyo (2020)
Amadina fasciata,1,1500,NA,1500,0,NA,NA,NA
Amalocichla incerta,1,2750,900,2750,900,NA,NA,NA
Amalocichla sclateriana,1,3720,2800,3720,2800,NA,NA,NA
Amandava amandava,1,2400,NA,2100,0,NA,NA,NA
Amandava formosa,1,NA,NA,1600,0,NA,NA,NA
Amandava subflava,1,2400,NA,2400,0,NA,NA,NA
Amaurocichla bocagei,1,NA,NA,NA,NA,1600,0,del Hoyo (2020)
Amaurolimnas concolor,1,1000,0,1200,0,NA,NA,NA
Amaurornis akool,2,800,0,800,0,NA,NA,NA
Amaurornis bicolor,1,3600,1000,3600,1000,NA,NA,NA
Amaurornis flavirostra,1,3000,0,3000,0,NA,NA,NA
Amaurornis isabellina,1,NA,NA,800,0,NA,NA,NA
Amaurornis magnirostris,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Amaurornis moluccana,1,NA,NA,1500,0,NA,NA,NA
Amaurornis olivacea,1,NA,NA,1400,0,NA,NA,NA
Amaurornis olivieri,1,100,0,100,0,NA,NA,NA
Amaurornis phoenicurus,1,2000,0,2000,0,NA,NA,NA
Amaurospiza concolor,1,2700,450,2700,450,2700,0,del Hoyo (2020)
Amaurospiza moesta,1,1600,0,1600,0,NA,NA,NA
Amazilia amabilis,1,1400,0,1400,0,NA,NA,NA
Amazilia amazilia,1,2700,0,2700,0,NA,NA,NA
Amazilia beryllina,1,NA,NA,3000,0,NA,NA,NA
Amazilia boucardi,1,NA,NA,150,0,NA,NA,NA
Amazilia brevirostris,1,NA,NA,500,0,NA,NA,NA
Amazilia candida,1,1500,0,1500,0,NA,NA,NA
Amazilia castaneiventris,1,2000,500,2200,300,NA,NA,NA
Amazilia chionogaster,1,2000,450,3500,450,2800,400,del Hoyo (2020)
Amazilia cyanifrons,1,2000,400,2200,400,NA,NA,NA
Amazilia cyanocephala,1,2400,0,2400,300,NA,NA,NA
Amazilia cyanura,1,1800,0,1800,0,NA,NA,NA
Amazilia decora,1,NA,NA,1580,0,NA,NA,NA
Amazilia edward,1,700,0,1500,0,1600,0,del Hoyo (2020)
Amazilia fimbriata,1,1100,0,1300,0,NA,NA,NA
Amazilia franciae,1,1200,600,2750,400,2100,600,del Hoyo (2020)
Amazilia lactea,1,1400,0,1400,0,NA,NA,NA
Amazilia leucogaster,1,250,0,250,0,NA,NA,NA
Amazilia luciae,1,NA,NA,300,75,500,200,Birds of the World (2022)
Amazilia rosenbergi,1,200,0,500,0,900,0,del Hoyo (2020)
Amazilia rutila,1,1700,0,1700,0,NA,NA,NA
Amazilia saucerrottei,1,2000,0,2000,0,NA,NA,NA
Amazilia tobaci,1,2000,0,1800,0,NA,NA,NA
Amazilia tzacatl,1,2500,0,2000,0,2500,0,del Hoyo (2020)
Amazilia versicolor,1,1250,50,1700,0,1700,0,del Hoyo (2020)
Amazilia violiceps,1,2250,0,2200,300,NA,NA,NA
Amazilia viridicauda,1,2500,1000,2500,1000,NA,NA,NA
Amazilia viridifrons,1,1400,60,1400,60,NA,NA,NA
Amazilia viridigaster,1,2100,200,2100,200,NA,NA,NA
Amazilia yucatanensis,1,1100,0,1500,0,1500,0,del Hoyo (2020)
Amazona aestiva,1,1600,0,1600,0,NA,NA,NA
Amazona agilis,1,1200,300,1600,500,1400,100,del Hoyo (2020)
Amazona albifrons,1,1850,0,1850,0,NA,NA,NA
Amazona amazonica,1,600,0,600,0,NA,NA,NA
Amazona arausiaca,1,800,300,NA,NA,NA,NA,NA
Amazona auropalliata,1,NA,NA,600,0,NA,NA,NA
Amazona autumnalis,1,1100,0,1100,0,NA,NA,NA
Amazona barbadensis,1,450,0,450,0,NA,NA,NA
Amazona brasiliensis,1,400,0,700,0,400,0,del Hoyo (2020)
Amazona collaria,1,1200,0,1200,0,NA,NA,NA
Amazona dufresniana,1,1700,0,1700,1100,1700,0,del Hoyo (2020)
Amazona farinosa,1,1500,0,1600,0,NA,NA,NA
Amazona festiva,1,500,0,500,0,NA,NA,NA
Amazona finschi,1,2000,0,2200,0,NA,NA,NA
Amazona guildingii,1,1000,125,NA,NA,NA,NA,NA
Amazona imperialis,1,1300,600,NA,NA,NA,NA,NA
Amazona kawalli,1,100,0,NA,NA,NA,NA,NA
Amazona leucocephala,1,1000,0,800,0,NA,NA,NA
Amazona mercenaria,1,3000,1500,3800,800,3600,800,del Hoyo (2020)
Amazona ochrocephala,1,750,0,500,0,NA,NA,NA
Amazona oratrix,1,500,0,1400,0,1400,0,del Hoyo (2020)
Amazona pretrei,1,1000,300,1000,300,NA,NA,NA
Amazona rhodocorytha,1,1000,0,900,0,NA,NA,NA
Amazona tucumana,1,2600,300,2600,1600,2600,1600,del Hoyo (2020)
Amazona ventralis,1,1500,0,1500,0,NA,NA,NA
Amazona versicolor,1,900,500,NA,NA,NA,NA,NA
Amazona vinacea,1,2000,0,2000,0,NA,NA,NA
Amazona viridigenalis,1,1000,0,1200,0,NA,NA,NA
Amazona vittata,1,600,200,NA,NA,NA,NA,NA
Amazona xantholora,1,100,0,NA,NA,NA,NA,NA
Amazonetta brasiliensis,1,NA,NA,500,0,NA,NA,NA
Amblycercus holosericeus,1,3500,0,3500,0,NA,NA,NA
Amblyornis flavifrons,1,2000,940,2000,940,NA,NA,NA
Amblyornis inornata,1,NA,NA,2075,1000,NA,NA,NA
Amblyornis macgregoriae,1,3000,1000,3000,1000,NA,NA,NA
Amblyornis subalaris,1,1500,650,1500,650,NA,NA,NA
Amblyospiza albifrons,1,3000,NA,3000,0,NA,NA,NA
Amblyramphus holosericeus,1,600,0,600,0,NA,NA,NA
Ammodramus aurifrons,1,1500,0,2000,0,2500,0,del Hoyo (2020)
Ammodramus bairdii,3,2000,1200,2000,1200,NA,NA,NA
Ammodramus caudacutus,3,NA,NA,NA,NA,100,0,del Hoyo (2020)
Ammodramus henslowii,2,1100,0,1100,0,NA,NA,NA
Ammodramus humeralis,1,1300,0,1750,0,1300,0,del Hoyo (2020)
Ammodramus leconteii,3,1100,0,1100,0,NA,NA,NA
Ammodramus maritimus,2,NA,NA,NA,NA,100,0,del Hoyo (2020)
Ammodramus nelsoni,3,1100,0,1100,0,NA,NA,NA
Ammodramus savannarum,2,2500,0,2500,0,NA,NA,NA
Ammomanes cinctura,2,NA,NA,700,0,1700,0,del Hoyo (2020)
Ammomanes deserti,2,3000,NA,3000,0,3000,0,del Hoyo (2020)
Ammomanes grayi,1,NA,NA,800,0,NA,NA,NA
Ammomanes phoenicura,2,NA,NA,550,0,1000,0,del Hoyo (2020)
Ammoperdix griseogularis,1,2000,0,2000,0,NA,NA,NA
Ammoperdix heyi,1,2000,0,2000,400,2000,0,del Hoyo (2020)
Ampeliceps coronatus,1,800,NA,800,0,NA,NA,NA
Ampelioides tschudii,1,2700,575,2500,600,NA,NA,NA
Ampelion rubrocristatus,1,NA,NA,3900,2300,NA,NA,NA
Ampelion rufaxilla,1,2740,1750,2800,1700,NA,NA,NA
Amphilais seebohmi,1,2600,900,2600,900,NA,NA,NA
Amphispiza belli,3,2500,0,2500,0,NA,NA,NA
Amphispiza bilineata,2,2500,0,2500,0,NA,NA,NA
Amytornis ballarae,1,NA,NA,NA,NA,500,100,del Hoyo (2020)
Amytornis barbatus,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Amytornis dorotheae,1,NA,NA,NA,NA,400,200,del Hoyo (2020)
Amytornis goyderi,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Amytornis housei,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Amytornis merrotsyi,1,NA,NA,559,39,NA,NA,NA
Amytornis purnelli,1,NA,NA,NA,NA,900,300,del Hoyo (2020)
Amytornis striatus,1,NA,NA,700,0,NA,NA,NA
Amytornis textilis,1,NA,NA,700,0,NA,NA,NA
Amytornis woodwardi,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Anabacerthia amaurotis,1,NA,NA,1500,0,NA,NA,NA
Anabacerthia striaticollis,1,2600,900,2800,600,2600,900,del Hoyo (2020)
Anabacerthia variegaticeps,1,2500,700,2500,0,2500,700,del Hoyo (2020)
Anabazenops dorsalis,1,NA,NA,1350,200,NA,NA,NA
Anabazenops fuscus,1,1200,350,1200,350,NA,NA,NA
Anairetes agilis,1,NA,NA,3400,2300,NA,NA,NA
Anairetes agraphia,1,NA,NA,3450,2600,NA,NA,NA
Anairetes alpinus,1,4600,3700,4600,3700,NA,NA,NA
Anairetes fernandezianus,1,900,0,NA,NA,NA,NA,NA
Anairetes flavirostris,1,4000,0,4100,1000,4000,0,del Hoyo (2020)
Anairetes nigrocristatus,1,4200,2000,4000,2100,NA,NA,NA
Anairetes parulus,1,4200,0,4400,0,NA,NA,NA
Anairetes reguloides,1,3500,0,4000,0,3500,0,del Hoyo (2020)
Anaplectes rubriceps,1,2100,NA,2100,0,NA,NA,NA
Anarhynchus frontalis,2,600,0,600,0,NA,NA,NA
Anas acuta,3,NA,NA,3350,0,4000,0,del Hoyo (2020)
Anas americana,3,NA,NA,1200,0,2900,0,del Hoyo (2020)
Anas andium,1,NA,NA,4500,2500,4300,2600,del Hoyo (2020)
Anas aucklandica,2,NA,NA,300,0,300,0,del Hoyo (2020)
Anas bahamensis,2,2500,0,2500,0,NA,NA,NA
Anas bernieri,1,200,0,200,0,NA,NA,NA
